time,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w,l_pos_x,l_pos_y,l_pos_z,l_rot_x,l_rot_y,l_rot_z,l_rot_w,r_pos_x,r_pos_y,r_pos_z,r_rot_x,r_rot_y,r_rot_z,r_rot_w,pose_idle,pose_looking_up,pose_looking_down,pose_looking_left,pose_looking_right,pose_head_tilt_left,pose_head_tilt_right,pose_nodding,pose_shaking_no,pose_tilting_side,Cybersickness,Comments
73,0.002109,0.929135,-0.001274,0.000862,0.00356,0.008401,-0.999958,-0.140019,0.659055,0.244448,-0.199934,-0.015115,-0.054433,-0.97818,0.15812,0.601376,0.294704,0.355915,-0.010054,0.135886,0.924531,0,0,0,0,0,0,0,0,0,1,0,
74,0.001777,0.92894,-0.001304,0.000252,0.004184,0.007571,-0.999963,-0.140019,0.659055,0.244448,-0.199933,-0.015119,-0.054429,-0.97818,0.158199,0.601121,0.294713,0.355718,-0.010033,0.136059,0.924582,0,0,0,0,0,0,0,0,0,1,0,
75,0.002125,0.929182,-0.001733,0.000404,0.003853,0.007671,-0.999963,-0.140019,0.659055,0.244448,-0.199931,-0.015119,-0.054431,-0.97818,0.15847,0.600897,0.29498,0.356756,-0.009974,0.13557,0.924255,0,0,0,0,0,0,0,0,0,1,0,
76,0.002469,0.928997,-0.001507,0.000327,0.003044,0.00853,-0.999959,-0.140019,0.659055,0.244448,-0.199928,-0.01512,-0.054435,-0.978181,0.158392,0.600833,0.295034,0.356535,-0.010047,0.135744,0.924314,0,0,0,0,0,0,0,0,0,1,0,
77,0.001861,0.929053,-0.001472,0.000593,0.003511,0.007483,-0.999966,-0.140019,0.659055,0.244448,-0.19993,-0.015122,-0.054434,-0.97818,0.158324,0.600998,0.294955,0.355899,-0.01002,0.135954,0.924528,0,0,0,0,0,0,0,0,0,1,0,
78,0.001954,0.929331,-0.001909,0.001329,0.003071,0.008031,-0.999962,-0.140019,0.659055,0.244448,-0.199933,-0.015121,-0.054433,-0.97818,0.158152,0.600837,0.294932,0.356214,-0.010031,0.135864,0.92442,0,0,0,0,0,0,0,0,0,1,0,
79,0.002288,0.929294,-0.001935,0.002054,0.00314,0.008222,-0.999959,-0.140019,0.659055,0.244448,-0.199929,-0.01512,-0.054435,-0.97818,0.158307,0.600948,0.29493,0.356909,-0.009901,0.135705,0.924177,0,0,0,0,0,0,0,0,0,1,0,
80,0.001975,0.929387,-0.001933,0.002542,0.003553,0.007812,-0.99996,-0.140019,0.659055,0.244448,-0.199928,-0.015121,-0.054436,-0.97818,0.1584,0.600569,0.295064,0.355946,-0.010063,0.136323,0.924455,0,0,0,0,0,0,0,0,0,1,0,
81,0.001699,0.929416,-0.001977,0.00308,0.004129,0.00725,-0.99996,-0.140019,0.659055,0.244448,-0.199929,-0.015118,-0.054436,-0.97818,0.158514,0.601034,0.295005,0.355549,-0.010161,0.136483,0.924583,0,0,0,0,0,0,0,0,0,1,0,
82,0.002162,0.929481,-0.002545,0.003651,0.003507,0.007927,-0.999956,-0.140019,0.659055,0.244448,-0.199948,-0.015122,-0.054429,-0.978177,0.158507,0.600504,0.295098,0.35658,-0.009903,0.136047,0.924253,0,0,0,0,0,0,0,0,0,1,0,
83,0.002402,0.92981,-0.001723,0.002312,0.004079,0.00735,-0.999962,-0.139789,0.658889,0.244684,-0.200979,-0.014126,-0.054411,-0.977981,0.158742,0.600475,0.295201,0.357029,-0.009355,0.13581,0.924121,1,0,0,0,0,0,0,0,0,0,0,
84,0.002812,0.929234,-0.001549,0.001407,0.002493,0.009077,-0.999955,-0.139886,0.658979,0.244653,-0.199904,-0.013692,-0.053393,-0.978264,0.158768,0.600742,0.295094,0.355338,-0.009606,0.136809,0.924622,1,0,0,0,0,0,0,0,0,0,0,
85,0.003127,0.928966,-0.001549,0.002628,0.003412,0.011633,-0.999923,-0.139886,0.658979,0.244653,-0.1999,-0.013695,-0.053394,-0.978265,0.158526,0.600162,0.295392,0.357108,-0.010083,0.136318,0.924008,1,0,0,0,0,0,0,0,0,0,0,
86,0.003721,0.929268,-0.001671,0.003237,0.003772,0.013333,-0.999899,-0.139983,0.658583,0.244552,-0.201237,-0.01426,-0.053833,-0.977958,0.15859,0.600167,0.295269,0.356993,-0.010292,0.136426,0.924034,1,0,0,0,0,0,0,0,0,0,0,
87,0.003902,0.929084,-0.001519,0.002896,0.002639,0.012941,-0.999909,-0.13998,0.658592,0.244456,-0.200905,-0.013941,-0.053453,-0.978052,0.158783,0.600478,0.295377,0.356166,-0.010336,0.136985,0.924269,0,0,0,0,0,0,0,0,0,1,0,
88,0.003304,0.929485,-0.002216,0.00429,0.003367,0.011653,-0.999917,-0.139976,0.658713,0.244776,-0.201368,-0.013946,-0.053278,-0.977966,0.158741,0.600262,0.29534,0.356519,-0.009594,0.137113,0.924122,0,0,0,0,0,0,0,0,0,1,0,
89,0.001976,0.929496,-0.001905,0.004315,0.006589,0.009135,-0.999927,-0.139981,0.658704,0.244742,-0.202244,-0.014929,-0.054739,-0.97769,0.158771,0.599885,0.295401,0.35862,-0.009967,0.136388,0.923413,0,0,0,0,0,0,0,0,0,1,0,
90,0.001982,0.929137,-0.002432,0.004648,0.006703,0.009289,-0.999924,-0.140121,0.658412,0.244647,-0.201067,-0.014248,-0.053619,-0.978005,0.158785,0.599458,0.295499,0.357274,-0.009996,0.137355,0.923791,0,0,0,0,0,0,0,0,0,1,0,
91,0.002765,0.929498,-0.002332,0.005549,0.005186,0.009414,-0.999927,-0.13993,0.658627,0.244808,-0.200706,-0.013952,-0.053051,-0.978115,0.159185,0.599951,0.295596,0.356512,-0.010053,0.137515,0.92406,0,0,0,0,0,0,0,0,0,1,0,
92,0.002686,0.929851,-0.002797,0.0062,0.00455,0.009982,-0.999921,-0.139902,0.658646,0.244759,-0.200703,-0.013957,-0.053061,-0.978115,0.158914,0.600064,0.295346,0.356623,-0.009856,0.137534,0.924017,1,0,0,0,0,0,0,0,0,0,0,
93,0.002469,0.929613,-0.002604,0.006045,0.0045,0.010054,-0.999921,-0.139902,0.658647,0.244759,-0.200703,-0.013955,-0.053053,-0.978115,0.158882,0.600121,0.295384,0.356519,-0.009928,0.137671,0.924036,0,0,0,0,0,0,0,0,0,1,0,
94,0.001945,0.929561,-0.002676,0.006311,0.005283,0.008882,-0.999927,-0.139902,0.658647,0.244759,-0.200706,-0.013953,-0.053053,-0.978114,0.158717,0.599829,0.295348,0.356098,-0.010066,0.137936,0.924157,0,0,0,0,0,0,0,0,0,1,0,
95,0.001876,0.929951,-0.003132,0.007482,0.005543,0.008444,-0.999921,-0.139902,0.658647,0.244759,-0.200703,-0.013955,-0.053053,-0.978115,0.158836,0.599966,0.2955,0.356174,-0.00992,0.138018,0.924117,0,0,0,0,0,0,0,0,0,1,0,
